ain3[N],ain4[N],ain5[N]
0.000,1.539,2.602
0.688,1.410,2.840
0.688,1.248,2.742
0.688,1.248,2.742
0.000,1.205,3.210
0.000,1.205,3.210
0.688,1.270,4.173
0.688,1.270,4.173
0.688,1.512,6.352
0.688,1.512,6.352
0.688,1.710,7.055
0.688,2.262,8.704
0.688,2.262,8.704
0.700,2.742,8.704
0.700,2.742,8.704
0.700,2.840,7.567
0.700,2.840,7.567
0.688,2.941,6.027
0.688,2.941,6.027
0.688,2.223,3.960
0.688,2.223,3.960
0.000,1.866,2.840
0.000,1.386,2.469
0.000,1.386,2.469
0.000,1.386,1.899
0.000,1.386,1.899
0.000,1.486,1.435
0.000,1.486,1.435
0.000,1.594,1.270
0.000,1.486,1.143
0.000,1.486,1.143
0.000,1.205,1.163
0.000,1.205,1.163
0.000,1.205,1.163
0.000,1.205,1.163
0.000,1.270,1.205
0.000,1.270,1.205
0.000,1.292,1.226
0.000,1.292,1.226
0.000,1.292,1.248
0.000,1.315,1.315
0.000,1.315,1.315
0.000,1.315,1.248
0.000,1.315,1.248
0.000,1.315,1.270
0.000,1.315,1.270
0.000,1.315,1.292
0.000,1.315,1.292
0.000,1.270,1.270
0.000,1.292,1.315
0.000,1.292,1.315
0.000,1.338,1.338
0.000,1.338,1.338
0.000,1.362,1.315
0.000,1.362,1.315
0.000,1.622,1.486
0.000,1.622,1.486
0.000,1.834,2.302
0.000,1.834,2.302
0.688,3.443,4.101
0.700,7.836,6.812
0.700,7.836,6.812
0.725,13.718,8.704
0.725,13.718,8.704
0.751,17.527,12.569
0.751,17.527,12.569
0.764,21.622,13.480
0.764,21.622,13.480
0.778,23.600,16.630
0.778,23.600,16.630
0.778,24.872,14.973
0.778,24.872,15.506
0.778,24.872,15.506
0.778,24.872,17.527
0.778,24.872,17.527
0.778,24.016,16.924
0.778,24.016,16.924
0.764,23.190,15.780
0.751,22.788,14.207
0.751,22.788,14.207
0.764,23.600,14.207
0.764,23.600,14.207
0.764,23.600,12.569
0.764,23.600,12.569
0.778,25.311,13.718
0.778,25.311,13.718
0.764,25.311,13.961
0.764,25.311,13.961
0.764,25.758,11.719
0.751,26.675,11.516
0.751,26.675,11.516
0.751,25.758,10.927
0.751,25.758,10.927
0.738,25.311,10.188
0.738,25.311,10.188
0.738,24.440,9.838
0.725,24.440,9.667
0.725,24.440,9.667
0.725,24.016,9.335
0.725,24.016,9.335
0.713,23.600,9.014
0.713,22.393,8.404
0.713,22.393,8.404
0.700,20.517,7.306
0.700,20.517,7.306
0.688,17.223,5.922
0.688,17.223,5.922
0.688,12.351,4.476
0.688,12.351,4.476
0.688,7.974,3.324
0.688,7.974,3.324
0.688,4.801,2.840
0.688,4.801,2.840
0.688,3.383,2.469
0.000,2.512,2.343
0.000,2.512,2.343
0.000,2.072,2.037
0.000,2.072,2.037
0.000,1.866,1.866
0.000,1.866,1.866
0.000,1.651,1.802
0.000,1.435,1.932
0.000,1.435,1.932
0.000,1.460,1.770
0.000,1.460,1.770
0.000,1.486,1.802
0.000,1.486,1.802
0.000,1.680,1.770
0.000,1.680,1.770
0.000,1.802,1.622
0.000,1.802,1.622
0.000,1.866,1.622
0.000,1.866,1.622
0.000,1.866,1.362
0.000,1.866,1.362
0.000,1.866,1.226
0.000,1.866,1.226
0.000,1.770,1.104
0.000,1.770,1.104
0.000,1.460,1.270
0.000,1.460,1.270
0.000,1.362,1.270
0.000,1.362,1.270
0.000,1.315,1.338
0.000,1.315,1.338
0.000,1.362,1.386
0.000,1.362,1.386
0.000,1.386,1.386
0.000,1.386,1.386
0.000,1.362,1.338
0.000,1.362,1.338
0.000,1.410,1.386
0.000,1.410,1.386
0.000,1.410,1.386
0.000,1.410,1.362
0.000,1.410,1.362
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.410,1.315
0.000,1.410,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.292
0.000,1.386,1.292
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.410,1.315
0.000,1.410,1.315
0.000,1.362,1.315
0.000,1.362,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.292
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.386,1.315
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.566
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.566
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.566
0.000,1.566,1.566
0.000,1.566,1.566
0.000,1.566,1.566
0.000,1.566,1.566
0.000,1.566,1.566
0.000,1.566,1.566
0.000,1.566,1.566
0.000,1.566,1.566
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.566
0.000,1.566,1.566
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.566,1.539
0.000,1.539,1.460
0.000,1.539,1.460
0.000,1.710,1.362
0.000,1.710,1.362
0.000,1.539,1.362
0.000,1.539,1.362
0.000,1.899,1.710
0.000,1.899,1.710
0.000,2.557,1.899
0.000,2.890,2.146
0.000,2.890,2.146
0.688,3.503,2.602
0.688,3.503,2.602
0.688,3.824,3.628
0.688,3.824,3.628
0.688,4.801,4.476
0.700,5.332,5.820
0.700,5.332,5.820
0.700,7.306,8.258
0.713,8.704,10.188
0.713,8.704,10.188
0.725,11.719,11.120
0.725,13.017,12.569
0.725,13.017,12.569
0.725,15.506,15.237
0.725,15.506,15.237
0.738,17.527,13.480
0.738,17.527,13.480
0.738,18.151,13.718
0.738,18.151,13.718
0.725,17.836,13.247
0.725,17.836,13.247
0.725,16.342,11.516
0.713,14.207,9.335
0.713,14.207,9.335
0.700,13.017,7.836
0.700,13.017,7.836
0.700,12.351,5.922
0.688,11.316,4.173
0.688,11.316,4.173
0.688,9.667,4.555
0.688,9.667,4.555
0.688,7.180,4.801
0.688,7.180,4.801
0.688,5.820,4.322
0.688,5.820,4.322
0.688,3.443,3.503
0.000,2.343,2.343
0.000,2.343,2.343
0.000,2.146,1.651
0.000,2.146,1.651
0.000,2.072,1.770
0.000,2.037,1.770
0.000,2.037,1.770
0.000,2.001,1.740
0.000,2.001,1.740
0.000,2.072,1.710
0.000,2.072,1.710
0.000,1.932,1.740
0.000,1.834,1.740
0.000,1.834,1.740
0.000,1.932,1.740
0.000,1.932,1.740
0.000,2.109,1.802
0.000,2.109,1.802
0.000,2.469,1.802
0.000,2.469,1.802
0.000,3.210,1.834
0.000,3.210,1.834
0.000,4.247,1.932
0.000,4.247,1.932
0.000,4.972,2.072
0.000,5.059,2.146
0.000,5.059,2.146
0.000,4.555,2.037
0.000,4.555,2.037
0.000,4.173,1.966
0.000,3.757,1.866
0.000,3.757,1.866
0.000,3.443,1.834
0.000,3.443,1.834
0.000,3.046,1.770
0.000,3.046,1.770
0.000,2.791,1.770
0.000,2.840,1.740
0.000,2.840,1.740
0.000,2.557,1.770
0.000,2.557,1.770
0.000,2.384,1.899
0.000,2.384,1.899
0.000,2.262,2.146
0.000,2.262,2.146
0.000,2.343,2.426
0.000,2.343,2.426
0.000,2.343,2.695
0.000,2.302,2.840
0.000,2.302,2.840
0.000,2.223,3.210
0.000,2.223,3.210
0.000,2.343,3.443
0.000,2.343,3.443
0.000,2.602,3.267
0.000,2.602,3.267
0.688,2.890,3.267
0.688,2.890,3.267
0.000,3.046,2.941
0.000,3.046,2.941
0.688,3.046,2.890
0.000,3.099,2.890
0.000,3.099,2.890
0.000,2.993,2.742
0.000,2.993,2.742
0.000,2.993,2.384
0.000,2.993,2.384
0.000,2.890,2.001
0.000,2.890,2.001
0.000,2.648,1.899
0.000,2.648,1.899
0.000,2.695,2.037
0.000,2.695,2.184
0.000,2.695,2.184
0.000,2.695,2.223
0.000,2.695,2.223
0.000,2.602,2.302
0.000,2.648,2.426
0.000,2.648,2.426
0.000,2.648,2.262
0.000,2.648,2.262
0.000,2.648,2.223
0.000,2.648,2.223
0.000,2.648,2.302
0.000,2.695,2.469
0.000,2.695,2.469
0.000,2.791,2.469
0.000,3.154,2.695
0.000,3.154,2.695
0.688,3.324,3.154
0.688,3.324,3.154
0.688,3.824,4.322
0.688,3.824,4.322
0.688,4.322,5.619
0.688,4.322,5.619
0.700,6.027,6.578
0.700,7.567,8.404
0.700,7.567,8.404
0.713,9.838,10.188
0.713,9.838,10.188
0.725,13.247,11.516
0.725,13.247,11.516
0.725,15.780,11.516
0.725,15.780,11.516
0.725,16.630,13.480
0.725,16.630,13.480
0.725,17.223,12.351
0.725,17.223,12.351
0.738,18.151,14.458
0.738,18.151,14.458
0.725,18.151,13.961
0.725,18.151,13.961
0.725,17.223,13.017
0.725,16.630,11.516
0.725,16.630,11.516
0.725,16.058,8.704
0.713,15.780,5.922
0.713,15.780,5.922
0.700,14.713,3.891
0.700,14.713,3.891
0.700,13.718,2.840
0.688,10.368,2.184
0.688,10.368,2.184
0.688,6.242,1.651
0.688,6.242,1.651
0.000,3.757,1.512
0.000,2.742,1.512
0.000,2.742,1.512
0.000,2.993,1.651
0.000,2.993,1.651
0.000,4.476,1.680
0.000,4.476,1.680
0.000,5.059,1.594
0.000,5.149,1.740
0.000,5.149,1.740
0.000,5.149,1.740
0.000,5.149,1.740
0.000,5.332,1.710
0.000,5.332,1.710
0.000,5.522,1.770
0.688,5.619,1.866
0.688,5.619,1.866
0.000,5.922,1.866
0.000,5.922,1.866
0.688,7.180,2.001
0.688,7.180,2.001
0.688,9.667,3.046
0.688,9.667,3.046
0.688,11.316,4.101
0.688,11.316,4.101
0.688,11.516,4.555
0.688,11.516,4.555
0.688,11.316,3.503
0.688,11.316,3.503
0.688,10.368,3.154
0.688,10.368,3.154
0.688,8.704,2.742
0.688,8.704,2.742
0.688,6.933,2.302
0.000,5.240,2.037
0.000,5.240,2.037
0.000,4.173,1.899
0.000,4.173,1.899
0.000,3.628,1.834
0.000,3.628,1.834
0.000,3.210,1.710
0.000,3.210,1.710
0.000,2.742,1.740
0.000,2.742,1.740
0.000,2.302,1.651
0.688,2.184,1.740
0.688,2.184,1.740
0.000,2.037,1.899
0.000,2.037,1.899
0.000,1.770,2.302
0.000,1.770,2.302
0.000,1.566,2.941
0.000,1.566,3.383
0.000,1.566,3.383
0.688,1.680,3.824
0.688,1.680,3.824
0.000,1.680,4.173
0.000,1.680,4.173
0.688,1.651,5.332
0.688,1.899,5.426
0.688,1.899,5.426
0.688,1.899,4.555
0.688,1.899,4.555
0.000,2.072,4.173
0.000,2.072,4.173
0.688,2.384,3.503
0.688,2.384,3.503
0.000,2.557,3.154
0.000,2.557,3.154
0.000,2.557,3.154
0.000,2.648,3.154
0.000,2.648,3.154
0.000,2.648,2.941
0.000,2.648,2.941
0.000,2.602,2.695
0.000,2.602,2.695
0.000,2.648,2.742
0.000,2.648,2.742
0.000,2.384,2.941
0.000,2.426,3.046
0.000,2.426,3.046
0.688,2.557,3.154
0.688,2.557,3.154
0.000,2.469,3.267
0.688,2.512,3.503
0.688,2.469,3.503
0.688,2.426,3.628
0.688,2.840,4.635
0.700,4.476,5.922
0.713,7.306,9.014
0.738,11.719,9.335
0.751,14.713,11.516
0.764,15.237,11.926
0.764,15.237,11.926
0.764,14.973,11.120
0.764,14.973,11.120
0.764,15.780,10.737
0.764,15.780,10.737
0.751,14.713,9.667
0.738,14.458,8.115
0.738,14.458,8.115
0.725,14.207,6.694
0.725,14.207,6.694
0.713,13.961,5.149
0.713,13.480,3.824
0.713,13.480,3.824
0.700,12.791,2.512
0.700,12.791,2.512
0.700,12.569,1.966
0.700,12.569,1.966
0.688,11.120,2.037
0.688,11.120,2.037
0.688,7.836,1.680
0.688,5.149,1.740
0.688,5.149,1.740
0.000,4.030,1.386
0.000,4.030,1.386
0.688,3.565,1.315
0.000,3.099,1.460
0.000,3.099,1.460
0.000,3.154,1.486
0.000,3.154,1.486
0.000,3.210,1.512
0.000,3.324,1.512
0.000,3.324,1.512
0.000,3.154,1.486
0.000,3.154,1.486
0.000,2.890,1.566
0.000,2.890,1.566
0.000,2.791,1.594
0.000,2.557,1.594
0.000,2.557,1.594
0.000,2.557,1.410
0.000,2.557,1.410
0.000,2.512,1.435
0.000,2.602,1.460
0.000,2.602,1.460
0.000,2.602,1.460
0.000,2.557,1.512
0.000,2.557,1.512
0.000,2.146,1.539
0.000,2.146,1.539
0.000,1.651,1.539
0.000,1.651,1.539
0.000,1.226,1.512
0.000,1.226,1.512
0.000,1.104,1.410
0.000,1.104,1.410
0.000,1.143,1.435
0.000,1.143,1.435
0.000,1.184,1.410
0.000,1.184,1.410
0.000,1.226,1.486
0.000,1.226,1.486
0.000,1.248,1.410
0.000,1.248,1.410
0.000,1.248,1.410
0.000,1.248,1.410
0.000,1.270,1.460
0.000,1.270,1.460
0.000,1.315,1.460
0.000,1.315,1.460
0.000,1.292,1.435
0.000,1.292,1.435
0.000,1.315,1.460
0.000,1.315,1.460
0.000,1.315,1.486
0.000,1.315,1.486
0.000,1.338,1.460
0.000,1.338,1.460
0.000,1.338,1.460
0.000,1.338,1.460
0.000,1.338,1.460
0.000,1.338,1.460
0.000,1.362,1.486
0.000,1.362,1.486
0.000,1.338,1.486
0.000,1.338,1.486
0.000,1.362,1.512
0.000,1.362,1.512
0.000,1.362,1.512
0.000,1.362,1.512
0.000,1.338,1.512
0.000,1.338,1.512
0.000,1.338,1.486
0.000,1.338,1.486
0.000,1.338,1.512
0.000,1.338,1.512
0.000,1.338,1.460
0.000,1.338,1.460
0.000,1.338,1.460
0.000,1.338,1.460
0.000,1.338,1.486
0.000,1.338,1.486
0.000,1.338,1.486
0.000,1.338,1.460
0.000,1.338,1.460
0.000,1.338,1.486
0.000,1.338,1.486
0.000,1.338,1.486
0.000,1.338,1.486
0.000,1.338,1.512
0.000,1.338,1.512
0.000,1.338,1.512
0.000,1.338,1.512
0.000,1.362,1.539
0.000,1.362,1.539
0.000,1.362,1.539
0.000,1.362,1.539
0.000,1.338,1.566
0.000,1.338,1.566
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.362,1.566
0.000,1.386,1.594
0.000,1.386,1.594
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.362,1.594
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.594
0.000,1.386,1.594
0.000,1.386,1.594
0.000,1.386,1.594
0.000,1.386,1.594
0.000,1.386,1.594
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.594
0.000,1.386,1.594
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.566
0.000,1.386,1.594
0.000,1.386,1.594
0.688,3.443,4.173
0.688,3.503,4.322
0.688,3.383,4.398
0.000,3.324,4.476
0.688,3.383,4.398
0.688,3.324,4.555
0.000,3.324,4.398
0.688,3.383,4.398
0.688,3.383,4.398
0.688,3.443,4.322
0.000,3.383,4.322
0.688,3.443,4.398
0.000,3.443,4.322
0.688,3.443,4.322
0.688,3.443,4.322
0.688,3.443,4.322
0.688,3.443,4.398
0.688,3.443,4.398
0.688,3.443,4.398
0.688,3.443,4.398
0.688,3.503,4.322
0.688,3.503,4.322
0.000,3.443,4.322
0.000,3.443,4.322
0.000,3.443,4.322
0.000,3.443,4.322
0.688,3.503,4.322
0.688,3.503,4.322
0.688,3.503,4.322
0.688,3.503,4.322
0.688,3.383,4.322
0.688,3.443,4.322
0.688,3.443,4.322
0.688,3.503,4.322
0.688,3.503,4.322
0.000,3.443,4.322
0.688,3.503,4.322
0.688,3.503,4.322
0.688,3.503,4.322
0.688,3.503,4.322
0.688,3.443,4.322
0.688,3.443,4.322
0.688,3.503,4.247
0.688,3.503,4.247
0.000,3.443,4.322
0.000,3.443,4.322
0.688,3.443,4.322
0.688,3.443,4.322
0.688,3.443,4.322
0.688,3.383,4.322
0.688,3.383,4.322
0.688,3.443,4.322
0.688,3.443,4.322
0.000,3.443,4.322
0.688,3.443,4.322
0.688,3.443,4.322
0.688,3.383,4.322
0.688,3.383,4.322
0.688,3.443,4.322
0.688,3.383,4.322
0.688,3.383,4.322
0.688,3.383,4.322
0.688,3.383,4.247
0.688,3.383,4.247
0.688,3.383,4.247
0.000,3.383,4.247
0.000,3.383,4.247
0.688,3.383,4.173
0.688,3.383,4.173
0.688,3.503,4.030
0.688,3.503,4.030
0.000,3.324,3.891
0.000,3.324,3.891
0.000,3.154,3.628
0.000,3.154,3.628
0.000,2.941,3.503
0.000,2.742,3.324
0.000,2.742,3.324
0.000,2.469,3.154
0.688,2.302,3.210
0.688,2.302,3.210
0.000,2.184,3.154
0.000,2.184,3.154
0.000,2.072,3.154
0.000,2.072,3.154
0.000,1.966,3.154
0.000,1.966,3.154
0.000,1.966,3.324
0.000,1.866,3.565
0.000,1.866,3.565
0.000,1.899,3.757
0.000,1.899,3.757
0.000,1.932,3.891
0.000,1.932,3.891
0.000,2.072,4.101
0.000,2.072,4.101
0.000,2.223,4.030
0.000,2.223,4.030
0.000,2.469,4.476
0.000,2.469,4.476
0.688,2.993,4.801
0.688,2.993,4.801
0.688,3.383,4.972
0.688,3.383,4.972
0.688,4.173,6.464
0.688,5.426,7.974
0.688,5.426,7.974
0.700,6.352,11.719
0.700,6.352,11.719
0.700,8.404,14.207
0.700,8.404,14.207
0.713,10.368,17.223
0.713,11.316,18.798
0.713,11.316,18.798
0.725,13.480,20.879
0.725,13.480,20.879
0.725,14.973,22.393
0.725,14.973,22.393
0.725,14.973,22.393
0.725,16.630,27.625
0.725,17.836,26.212
0.725,17.836,26.212
0.713,17.527,25.311
0.713,16.630,23.190
0.713,16.630,23.190
0.700,15.237,17.527
0.700,15.237,17.527
0.700,13.017,12.351
0.700,13.017,12.351
0.688,12.351,7.836
0.688,12.351,7.836
0.688,12.137,7.306
0.688,12.137,7.306
0.688,11.516,7.180
0.688,11.516,7.180
0.688,7.306,8.704
0.688,7.306,8.704
0.688,3.757,7.836
0.688,3.757,7.836
0.000,2.426,5.820
0.000,2.426,5.820
0.000,2.001,3.757
0.000,1.512,2.791
0.000,1.512,2.791
0.000,1.315,2.072
0.000,1.315,2.072
0.000,1.386,1.802
0.000,1.386,1.802
0.000,1.740,1.622
0.000,1.740,1.622
0.000,2.184,1.386
0.000,2.742,1.486
0.000,2.742,1.486
0.000,2.890,1.802
0.000,3.046,2.037
0.000,3.046,2.037
0.000,3.383,2.223
0.000,3.565,2.512
0.000,3.824,2.742
0.000,3.824,2.742
0.000,3.443,2.557
0.000,3.324,2.262
0.000,3.324,2.262
0.000,3.154,2.146
0.000,3.692,2.109
0.000,3.692,2.109
0.000,3.692,2.001
0.000,3.267,2.072
0.000,3.267,2.072
0.000,3.154,2.001
0.000,3.154,2.001
0.000,2.742,1.622
0.000,2.426,1.802
0.000,1.802,1.651
0.000,1.460,2.184
0.000,1.460,2.184
0.000,1.539,2.343
0.000,1.539,2.343
0.000,1.594,3.210
0.000,1.834,4.173
0.000,1.834,4.173
0.000,2.146,4.101
0.000,2.109,4.476
0.000,2.109,4.476
0.000,2.648,4.476
0.000,2.648,4.476
0.000,2.343,4.635
0.000,2.262,3.757
0.000,2.262,3.757
0.000,2.469,3.628
0.000,2.302,3.960
0.000,2.223,3.628
0.000,2.223,3.628
0.000,2.184,3.692
0.000,2.037,3.824
0.000,2.037,3.824
0.000,1.932,4.322
0.000,1.932,4.322
0.000,1.770,4.398
0.000,1.651,4.398
0.000,1.651,4.398
0.000,1.539,4.635
0.000,1.460,4.635
0.000,1.460,4.635
0.000,1.435,4.555
0.000,1.539,4.322
0.000,1.539,4.322
0.000,1.680,4.030
0.000,1.680,4.030
0.688,1.740,4.247
0.688,1.740,4.247
0.000,1.740,4.322
0.000,1.866,4.322
0.000,1.866,4.322
0.000,1.966,4.635
0.000,2.146,5.149
0.000,2.146,5.149
0.688,2.469,5.922
0.688,2.469,5.922
0.688,2.890,6.578
0.688,3.503,7.567
0.688,5.149,10.368
0.688,5.149,10.368
0.700,6.133,12.569
0.713,8.404,14.713
0.713,8.404,14.713
0.725,10.368,19.130
0.725,10.368,19.130
0.738,12.137,20.161
0.725,13.017,20.879
0.738,13.480,21.247
0.738,13.480,21.247
0.725,15.237,22.393
0.725,15.237,22.393
0.725,15.237,21.247
0.713,14.713,18.472
0.713,14.713,18.472
0.713,15.237,15.780
0.713,15.237,15.780
0.700,14.713,12.569
0.700,15.237,9.173
0.700,15.237,9.173
0.700,14.713,10.927
0.700,12.137,8.553
0.700,12.137,8.553
0.688,8.115,8.857
0.688,8.115,8.857
0.688,4.972,6.027
0.000,2.890,4.476
0.000,2.890,4.476
0.000,2.557,4.885
0.000,3.046,4.717
0.000,3.046,4.717
0.000,3.154,4.717
0.000,3.267,4.717
0.000,3.267,4.717
0.000,3.267,4.555
0.688,3.503,4.476
0.688,3.503,4.476
0.000,3.154,4.173
0.000,3.324,4.101
0.000,3.324,4.101
0.000,3.503,4.030
0.688,3.824,3.628
0.688,3.824,3.628
0.000,3.824,3.565
0.000,3.824,3.565
0.000,3.324,3.210
0.000,2.890,2.791
0.000,2.890,2.791
0.000,2.890,2.469
0.000,2.890,2.343
0.000,2.890,2.343
0.000,2.648,2.512
0.000,2.384,2.384
0.000,2.384,2.384
0.000,2.469,2.343
0.000,2.469,2.343
0.000,2.146,2.146
0.000,2.037,2.469
0.000,2.037,2.469
0.000,2.072,2.695
0.000,2.072,2.695
0.000,2.302,2.993
0.000,2.262,3.099
0.000,2.262,3.099
0.000,2.223,3.324
0.000,2.223,3.324
0.000,2.184,4.173
0.000,2.146,4.398
0.000,2.146,4.398
0.688,2.223,4.801
0.688,2.223,4.801
0.688,2.262,5.922
0.688,2.384,6.812
0.688,2.384,6.812
0.688,2.512,7.700
0.688,2.742,7.700
0.688,2.742,7.700
0.688,2.695,6.578
0.688,3.046,6.694
0.688,3.046,6.694
0.688,2.993,6.027
0.000,2.469,4.476
0.000,2.469,4.476
0.000,2.695,4.173
0.000,2.742,3.628
0.000,2.742,3.628
0.000,2.557,3.503
0.000,2.557,3.503
0.000,2.343,3.565
0.000,2.146,3.628
0.000,2.146,3.628
0.688,1.899,3.692
0.688,1.899,3.692
0.000,1.651,3.628
0.000,1.460,4.476
0.000,1.460,4.476
0.000,1.292,4.173
0.000,1.226,3.891
0.000,1.226,3.891
0.000,1.226,3.824
0.000,1.270,3.757
0.000,1.270,3.757
0.000,1.362,4.173
0.000,1.362,4.173
0.000,1.486,4.322
0.000,1.566,4.635
0.000,1.566,4.635
0.000,1.932,4.972
0.688,2.426,6.578
0.688,3.628,7.567
0.688,3.628,7.567
0.688,4.101,7.974
0.688,4.101,7.974
0.688,4.322,7.836
0.688,4.322,7.836
0.700,4.322,7.836
0.700,4.717,9.499
0.700,4.717,9.499
0.700,5.332,11.516
0.700,5.332,11.516
0.713,6.027,14.973
0.713,6.812,15.237
0.713,6.812,15.237
0.713,7.435,14.458
0.725,8.857,15.506
0.725,8.857,15.506
0.725,13.961,22.788
0.764,18.151,23.600
0.778,20.161,23.190
0.700,13.480,13.961
0.700,13.718,10.927
0.700,19.467,11.926
0.700,19.467,11.926
0.713,20.161,13.961
0.700,16.924,11.516
0.700,16.924,11.516
0.688,10.011,6.694
0.688,5.619,4.885
0.688,5.619,4.885
0.688,5.149,4.101
0.688,5.149,4.101
0.688,3.960,3.267
0.000,3.267,3.267
0.000,3.267,3.267
0.000,2.742,3.154
0.000,2.742,3.154
0.000,2.223,3.046
0.000,2.223,3.046
0.000,2.072,2.602
0.000,2.072,2.602
0.000,2.037,2.557
0.000,2.037,2.557
0.000,1.932,2.384
0.000,1.770,2.109
0.000,1.770,2.109
0.000,1.435,1.899
0.000,1.435,1.899
0.000,1.184,1.315
0.000,1.184,1.315
0.000,1.123,1.066
0.000,1.205,0.977
0.000,1.205,0.977
0.000,1.270,1.085
0.000,1.270,1.085
0.000,1.226,1.315
0.000,1.270,1.566
0.000,1.270,1.566
0.000,1.292,1.460
0.000,1.292,1.460
0.000,1.292,1.512
0.000,1.292,1.512
0.000,1.315,1.435
0.000,1.315,1.435
0.000,1.362,1.386
0.000,1.362,1.386
0.000,1.362,1.435
0.000,1.362,1.435
0.000,1.362,1.435
0.000,1.338,1.512
0.000,1.338,1.512
0.000,1.410,1.486
0.000,1.410,1.486
0.000,1.460,1.435
0.000,1.460,1.435
0.000,1.512,1.460
0.000,1.512,1.460
0.000,1.435,1.460
0.000,1.435,1.460
0.000,1.512,1.410
0.000,1.539,1.512
0.000,1.539,1.512
0.000,1.566,1.512
0.000,1.566,1.512
0.000,1.680,1.539
0.000,1.680,1.539
0.000,1.680,1.680
0.000,1.680,1.680
0.000,1.622,1.292
0.000,1.622,1.292
0.000,1.740,1.315
0.000,1.740,1.315
0.000,1.566,1.270
0.000,1.566,1.270
0.000,1.410,1.270
0.000,1.410,1.270
0.000,1.315,1.315
0.000,1.460,1.410
0.000,1.460,1.410
0.000,1.315,1.270
0.000,1.362,1.315
0.000,1.362,1.315
0.000,1.362,1.315
0.000,1.362,1.315
0.000,1.386,1.362
0.000,1.410,1.338
0.000,1.410,1.338
0.000,1.386,1.362
0.000,1.386,1.362
0.000,1.386,1.362
0.000,1.386,1.362
0.000,1.410,1.362
0.000,1.435,1.362
0.000,1.435,1.362
0.000,1.435,1.362
0.000,1.460,1.386
0.000,1.460,1.362
0.000,1.460,1.362
0.000,1.460,1.362
0.000,1.460,1.362
0.000,1.460,1.362
0.000,1.460,1.362
0.000,1.435,1.362
0.000,1.435,1.362
0.000,1.460,1.362
0.000,1.486,1.386
0.000,1.486,1.386
0.000,1.486,1.386
0.000,1.486,1.386
0.000,1.486,1.410
0.000,1.486,1.410
0.000,1.486,1.410
0.000,1.486,1.410
0.000,1.486,1.410
0.000,1.460,1.410
0.000,1.460,1.410
0.000,1.460,1.410
0.000,1.486,1.435
0.000,1.486,1.435
0.000,1.486,1.410
0.000,1.512,1.410
0.000,1.512,1.410
0.000,1.539,1.410
0.000,1.539,1.410
0.000,1.512,1.435
0.000,2.791,2.993
0.000,2.840,2.941
0.000,2.840,2.941
0.000,2.840,2.941
0.000,2.791,2.941
0.000,2.840,2.941
0.000,2.840,2.941
0.000,2.840,2.993
0.000,2.840,2.993
0.000,2.840,2.941
0.000,2.840,2.993
0.000,2.840,2.941
0.000,2.840,2.993
0.000,2.840,2.993
0.000,2.840,2.941
0.000,2.840,2.993
0.000,2.791,2.993
0.000,2.791,2.941
0.000,2.791,2.941
0.000,2.791,2.941
0.000,2.791,2.941
0.000,2.840,2.941
0.000,2.840,2.941
0.000,2.791,2.941
0.000,2.791,2.993
0.000,2.791,2.993
0.700,2.840,2.993
0.700,2.840,2.993
0.000,2.791,2.941
0.000,2.791,2.941
0.000,2.791,2.993
0.000,2.791,2.941
0.000,2.791,2.941
